ah alangkah bahagia dua ikan ini mereka pasti pasang kasih yang saling cinta sebentar lagi aku akan bahagia mereka pikir putri sambil senyum kecil,senang
nenek itu beri hadiah kepada bawang putih karena sudah bantu kerja bersih rumah,senang
gembira hati malin kundang ketika dapat ada kapal dagang yang tengah labuh di pantai aia manih dan tambah bahagia saat nakhoda kapal boleh untuk turut tumpang dalam kapal itu,senang
datu awang sukma tap sedih dan sumpah untuk larang anak turun pelihara ayam hitam yang dia anggap bawa malapetaka,sedih
bapak tua dan istri kaget dengar suara itu,terkejut
ibu putri jelma ikan itu pun sangat sedih,sedih
sang bapak lama kesal oleh sikap menantu itu,marah
muhammad bin abdillah kini jadi sendiri dan ia dalam ada menang,sedih
putri raja sebut mulai menang dan terus menang olah tidak ada hyang bisa hibur lagi,sedih
petir sambar iring guntur yang gelegar begitu putri ucap doa semua yang ada di situ jerit takut,takut
ketika raja cina makan ia langsung sesap dengan mulut dan tidak guna tangan,jijik
ia pun jadi marah dan pikir cari jalan untuk celaka purbasari,marah
tampak ia senang sekali lihat wajah yang pucat kejut,senang
asal kau tahu ibu adalah jelma ekor ikan kata ayah dengan sangat marah,marah
babi hutan itu teriak olah beri ingat pada teman mereka semua iari selamat diri,takut
saat kelinci pulang ke sarang ia kaget lihat jejak panjang arah ke sarang,terkejut
wush dari dalam kotak itu keluar ribu makhluk yang seram dan kejar nenek yang langsung lari birit,takut
lelaki itu jadi sangat pesona karena wajah perempuan yang diri hadap luar biasa cantik,senang
sang kucing dekat sang kelalawar kini bukan ekor tikus yang ada di mulut sang kucing tetapi ekor burung dengan bulu yang keluar lihat hal itu sang kelalawar sangat takut,takut
papuq mame dan papuq ki ne rasa sedih hidup bagai tikus,sedih
aku akan beri hukum yang timpal pada selir lanjut baginda dengan murka,marah
sang raja kembali kejut dan langsung peluk anak yang dulu ia buang,terkejut
meski demikian beliau rasa sedih yang dalam lihat sikap kaum,sedih
gadis itu tertawa aku tahu hadiah apa saja yang kalian harus bawa,senang
saya tidak akan beli sesuatu dengan emas itu saya bahkan tidak pernah pikir untuk belanja sesuatu dengan emas itu teriak lagi dengan marah,marah
orang yang anggap sakti itu sambut gembira oleh rakyat jambi,senang
tak kira gembira suami istri itu dapat ajaib yang mereka alami,senang
mbok sirni bahagia bukan main tentu ia tidak akan pernah lepas timun mas kepada siapa,senang
leher akan penggal algojo raja telah ayam jago kalah,takut
syukur anak pertama sudah lahir kata ayah dengan gembira,senang
suami istri itu akhir hanya bisa lutut dan sangat sesal karena tidak penuh minta makan anak mereka belum,sedih
ia rasa bahagia ada di dekat orang yang tampan dan gagah perkasa,senang
raja ini perintah buah raja kecil yang damai,senang
tikus yang sedang makan kini hilang selara makan segera dia cakar kembali dan gigit tikus marah itu mereka gumul kelah dengan sengit,marah
raja bayang pun sangat marah dengan tolak raja hasan wajah pun ubah jadi merah bakar,marah
putri raja sebut jadi sangat marah angkat kodok sebut atas dan lempar ke dinding sambil menang diam kamu kodok jelek,marah
si limbat jadi sangat kejut tidak pernah duga majikan akan tega tuduh diri bagai curi,terkejut
raja gembira lihat putri ubah ceria,senang
si murid pun minta maaf atas bodoh,sedih
ketika dua kali sang ibu hampir sang putri justru bentak ibu,marah
dengar jadi sebut para orca sangat marah segera mereka pergi datang diam para hiu putih untuk beri ingat agar tidak lagi buru di wilayah para orca,marah
serigala pun takut seperti kelinci,takut
sang nenek kejut temu dengan orang yang baru lihat lama ini,terkejut
para putri dan wanita bangsawan jerit takut,takut
orang makin senang mereka tertawa-tawa,senang
ia tak kuasa bayang sedih ayah dan bunda,sedih
putri rindu peluk ibunda ia kemudian kata maaf ananda lbunda karena telah buat lbunda dan ayahanda sedih dan bingung,sedih
gadis selalu pesona dengar,senang
putri raja jadi sangat senang lihat main kembali dan dia ambil dengan cepat dan lari jauh,senang
gema tidak puas landa batuampar entong gendut dan kawan marah sekali,marah
esok hari dia bangun seperti biasa dengan gembira dia tengok ikan yang ada di sumur kecil dan pergi untuk kerja lagi,senang
tebar biji itu sungguh ajaib hutan ubah jadi ladang mentimun yang lebat buah,terkejut
tapi ketika ia mau keluar para samun sudah ada di luar mereka sama kejut,terkejut
ibu bawah putih tinggal dunia karena sakit,sedih
sang raja sangat sayang dengan dua anjing itu,senang
dia tidak bisa kembali ke bumi karena takut pangeran anantakusuma akan kejar,takut
raja sangat sedih aku ini ayah yang buruk,sedih
anak lelaki itu wajah cerah dan senyum lebar,senang
telah itu ada sepi kembali buat bulu kuduk remang,takut
dengan semangat yang nyala ia ingin segera sampai berita gembira kepada ibu bahwa ia telah bawa gadis cantik calon istri,senang
derai tawa dari buah rumah di daerah tobelo warna pagi itu,senang
ciput jawab sedih bahwa pak sarba sudah tinggal dunia,sedih
kelelawar ian takut sejak saat itu kelelawar tidak berani liar pada slang hari,takut
kecuali obi kerbau yang rasa iri pada ucil kancil,marah
putri rindu senyum ia amat bahagia sudah temu calon suami yang tepat putri rindu umum siapa yang jadi menang sayembara itu,senang
asni dan mirah amat sedih,sedih
dari mulut keluar dua ekor ular bisa dan dua ekor katak,jijik
putri endahwarni juga tampak senang lihat calon suami yang sangat gagah dan tampan,senang
syandan tak kira marah kerbau putih ketika dapat putri kesupuk lari diri,marah
akhir karena rasa kesal telah lima hari nenek suruh bawang merah pulang tanpa beri hadiah labu,marah
dengan marah yang sangat kerbau putih seruduk pohon tempat putri kesupuk ada,marah
bangsa singa dan bangsa burung hendak keroyok bangsa kelelawar,marah
namum bibi sangat kasar kepada gadis amat sedih,sedih
milik rumah akan kaget esok hari karena seluruh harta yang telah mereka kumpul dengan susah payah lenyap begitu saja bawa kabur rampok itu,terkejut
mereka pun sangat sali tengkar mereka sebut,sedih
kepada adik ia cerita bahwa kakak mereka telah tiada,sedih
kuda akhir kembali ke rumah tani la hidup bahagia lama,senang
ratu pun sangat bahagia ketika ia gendong bayi,senang
la tidak berani tolak karena takut akibat,takut
dengan semangat ia lipat dua tangan di dada dan tutup dua mata,senang
monster kepala babi yang bulu hijau,jijik
karena geram putri pun hancur tiang lampu di kamar,marah
saat itu nelayan sebut lutut pada dua kaki dan menang,sedih
sangat heran batang bambu itu bisa di darat telah lempar ke laut tadi,terkejut
ketika akan lang pergi ikot rinding kejut ia lihat buah sumpit geletak di tanah,terkejut
raja dan ratu sangat sayang seperti anak kandung sendiri,senang
mereka bingung dan takut barangkali datang serang dua,takut
para samun yang kejam tidak beri ampun kepada kasim ia segera bunuh,takut
telah dayang sumbi tahu bahwa yang makan adalah si tumang marah pun puncak serta merta kepala sangkuriang pukul dengan sendok yang buat dari tempurung kelapa sehingga luka dan usir sangkuriang,marah
purbararang kemudian jadi marah bunuh ayo bunuh lutung itu teriak,marah
di jalan muncul sosok monster yang tunggang sapi,terkejut
duduk kota sorak gembira raja tak kurang pula gembira hati,senang
akan tetapi dia takut kalah kera besar itu,takut
arena mereka sudah dengar raja gajah sangat besar milik taring dan belalai yang sangat besar dengar cerita sebut rakyat sangat takut,marah
cantik buat iri gadis lain yang kenal,marah
raden putra peranjat dengar kokok ayam cindelaras,terkejut
dengan gembira dukun masuk isi salam itu ke dalam kantong baju,senang
pak inda sangat kejut karena letus keras itu asal dari rumah,terkejut
kera hitam sangat takut tangkap si raksasa dan jadi santap si raksasa,takut
aku longo dengar segera tarik jeni masuk,terkejut
lipan besar yang takut mangsa tulap si raksasa paksa pula turut,takut
pesta pemikahan antara si sumpit dan putri pak raje laksana dengan riah,senang
sultan alam gembira sekali dengar berita dari elang raja,senang
iya paman saya baru datang kata anteh takut,takut
wah seperti tarik ayo kita segera berangkat sahut kera semangat,senang
raja pun senang karena sekarang ia jadi lebih kaya,senang
saya tidak larang mang jampang jawab abdih yang takut juga,takut
akan tetapi ia dan rombong kejut sebab samping huma yang buka para prajurit telah ada pula huma lain yang lebih bagus,terkejut
towjatuwa nyaris pingsan karena takut aduh jika aku mati makan buaya ini bagaimana nasib istri pikir dengan kalut,takut
itik abu sangat kejut lihat sosok angsa putih di dalam air,terkejut
mereka iri dengan cantik wajah kleting kuning,marah
suzume hanya bisa menang tahan sakit dan terbang jauh ke arah hutan,sedih
anak pipit sedih ada dalam gelap karena kera selalu katup mulut,sedih
suami istri itu sangat bahagia mereka beri nama bayi itu timun mas,senang
lihat tingkah laku si naga yang selalu hambur harta raja maka si buaya pun marah,marah
puang mosso sangat takut jika sang raja tahu bahwa anak laki masih hidup,takut
tolong tolong aku sangkut ucap si gabus dengan rasa takut,takut
pada suatu hari beliau duduk di gua hira dan tiba beliau kaget dengan datang jibril yang diri di depan pintu gua,terkejut
ayah sangat sayang segala ingin manuella selalu penuh,senang
waktu terus jalan hidup keluarga jafar sidik lihat rukun dan damai,senang
namun dua binatang rebut langsung tengkar untuk rebut rusa sebut,marah
hati hancur lebur usir oleh anak kandung sendiri,sedih
pergi aku tidak suka makan kampung orangtuaku adalah orang saudagar kaya bukan gembel seperti kalian seru sang anak sambil buang makan beri ibu,jijik
la angkat kepala dan teriak cowards kecut,marah
insoraki senang sekali lihat ubah wujud suami,senang
bang sarba senang sekali dengar akan dapat anak lelaki,senang
meski sangat peranjat raja turut perintah sebut,terkejut
tapi suatu hari empat lembu tengkar karena beda dapat,marah
dia kaget ketika pintu kandang buka nyata kambing besar itu lepas diri dari patok yang ikat,terkejut
di kolam hanya ada lumpur kita tidak bisa renang di dalam lumpur kata frank lagi,senang
lutung kasarung sendiri pesona,senang
sangat kejut sekaligus bangga anak cinta pulang naik kapal mil sendiri,terkejut
sudah itu abdib cari jampang dia marah sekali,marah
dengan penuh amarah huni rumah ambil sapu lalu pukul sang kucing desa sang kucing desa rasa takut dengan laku huni rumah dia lari jauh dari,marah
jika ayah pulang bawang putih tidak berani adu buat ibu dan saudara tiri,takut
hari itu jadi hari yang penuh gembira dan safia pergi terima kasih kepada wanita bijaksana yang tinggal di rongga pohon,senang
raja amat senang dengar rencana ibu,senang
puter kuning sangat sedih lihat karena taman adalah tempat sayang ayah,sedih
betapa kejut si rusa ia tidak jadi istirahat lain lari tunggang langgang,terkejut
sana ia sangat kejut karena dapat tubuh kakak sudah potong,terkejut
jhi ge phu dengan sedih lihat istri yang cinta bawa pergi,sedih
dengan hebat mereka dan juga bantu dari para siluman hutan mereka hasil menang tempur,senang
hingga suatu hari mananamakrdi usir oleh saudara karena bau kudis sudah tak tahan lagi,jijik
peranjat suami istri itu ketika tahu benda keras yang sentuh sang suami sebut nyata buah patung landak yang buat dari emas,terkejut
rohib sangat senang dan terima kasih kepada tikus dan ira bahwa tikus yang paling jasa dalam cari mentiko tuah,senang
dewa indra lalu tangkap dan lempar raja trishanku kembali ke bumi,marah
tahu hal itu kucing dan anjing jadi kesal mereka pun marah besar sejak itu anjing dan kucing musuh tikus,marah
betapa kaget hati telah lihat isi bumbung itu,terkejut
kontan bang bodong marah,marah
orang musyrik pilih waktu yang tepat untuk sembelih binatang di mekah lalu mereka bawa usus atau jeroan dari unta dan mereka lempar dan letak di atas punggung nabi saat beliau sujud,jijik
sang raja sangat senang dengan hal ini dan perintah agar jumlah besar uang beri kepada nelayan sebut,senang
sangat kejut pak lnda saat dapat batang bambu itu adalah batang bambu yang telah dua kali buat sandung,terkejut
sang anjing senyum bahagia karena dia telah temu makan,senang
maka akim pun dengan senang hati pergi dengan mereka,senang
putri bisu bangkit dari tempat duduk dan dengan marah ia teriak kalian semua bodoh orang sakti itu yang paling hak wanita itu hutang nyawa pada,marah
raja pun tahan rasa malu ia pun segera kembali ke istana dengan asa sedih,sedih
jika begitu ayo kita sebar berita baik ini pada duduk desa kata pak raje dengan semangat,senang
mereka sangat bangga akan mampu lari,senang
tetapi aku juga tidak dapat pergi dengan pakai kotor dan bau seperti ini,jijik
hu huuuu huuu tangis malin kundang sambil gang lengan yang darah,sedih
sampa ia di rumah alangkah kejut toba lihat makan sudah sedia di atas meja,terkejut
betapa gembira mereka keluarga karena telah lepas dari miskin,senang
hati yang tadi sudah kesal ubah jadi gembira karena dia tahu bahwa ikan yang sambar pancing itu adalah ikan yang besar,senang
di halaman istana bunga mulai mekar dan burung kicau riang pangeran kesima lihat hal itu,senang
kini semua benda yang ia sentuh akan ubah jadi emas raja sangat senang,senang
ada pesta nikah yang megah dan riah yang langsung lama tujuh hari tujuh malam dan mereka hidup bahagia lama,senang
beliau hidup beberapa hari sama ibu di mana si ibu rasa sedih yang dalam atas pergi ayah,sedih
ayah jadi ayah masih hidup,terkejut
sampa di rumah putri melati wangi sambut gembira oleh keluarga yang ira putri melati wangi sudah tinggal dunia,senang
mereka gang tangan dengan sedih karena sebentar lagi akan pisah dengan adik bungsu mereka,sedih
sambil pandang sinis ke bawah ia ludah ibu,jijik
kakek kejut dengar minta istri dia coba tolak,terkejut
putri kesupuk kera hitam dan segenap ka wan kera gembira dapat si raksasa telah mati,senang
putri kesupuk kemudian nikah dengan sang pangeran dua hidup rukun dan bahagia,senang
dalam jalan ikut mereka temu dengan ekor lipan besar,jijik
wajah monster ini dan monster lain jauh lebih keri dari monster yang bawa ke sini,takut
alibaba segera sembunyi karena takut jika ia lihat ia akan bunuh,takut
toba sangat gembira karena nyata ada ikan besar yang sangkut ikan itu punya sisik sangat indah warna emas,senang
dengar cerita anak itu si ibu sedih sekali utama karena suami sudah langgar sumpah dengan kata cerca yang dia ucap kepada anak itu,sedih
obi kerbau cari akal untuk balas sakit hati pada ucil kancil,marah
darah pun tak henti alir dari iidahnya,jijik
oleh karena itu dia sangat iri dengan untung adik,marah
ketika bumbung buka putri bungsu kejut dan teriak gembira ini selendang seru putri bungsu,terkejut
rasa takut mulai hantu para muka quraisy dan mereka tetap metode baru untuk hadap kaum muslim,takut
kemudian bocah sebut mulai tiup seruling sultan dan orang di istana yang dengar alun seruling sebut ketika alir air mata rasa sedih yang dalam dari alun seruling sebut,sedih
ulat bulu pun keluar dari sarang kelinci sambil sipu malu,sedih
ia sangat kejut di belah ada orang ibu peri sambil senyum ramah,terkejut
kuda pergi dengan sedih,sedih
mimpi yang aneh itu buat sangat gelisah,takut
benar oh paman akhir aku temu keluarga ibu kata anteh dengan gembira,senang
di tengah malam aku rasa putus asa,sedih
jafar sidik peranjat saat lihat tujuh bidadari terbang di atas lengkung pelangi,terkejut
mereka amat kejut ketika tengok ke dalam ayun yang ada di tengah lorong,terkejut
ekor ular yang lintas di dekat buat mah bongsu sangat takut,takut
wah hebat teriak alibaba sambil terpana sebentar karena lihat harta yang tumpuk seperti gunung,terkejut
sejak saat itu ada di hutan kembali damai seperti dulu,senang
ratu menang ia sali kata putri yang ucap cara sembrono,sedih
ia cemas dan sedih jika ingat janji pada raksasa itu,sedih
tubuh langsung gemetar,takut
tiba dia buat kaget dua ikut itu dengan pegang kerah baju mereka,terkejut
akhir juan dan raul saling peluk dan saling minta maaf,sedih
asni justru senang hadap pendekar wanita yang amuk,senang
ayo kita pergi ke kolam dan senang kata george,senang
pada saat sama orang gadis bisu dan tuli tertawa pingkal lihat tingkah jack,senang
asa kesal dan jengkel tuju pada suami,marah
tiba keliling jadi biru dan asap bumbung sama itu muncul sosok besar raksasa,terkejut
datu awang sukma sangat kagum cantik putri bungsu,senang
tapi ia tidak temu harta karun justru dapat sampah yang bau busuk,jijik
dengan penuh jengkel riak manuella sambil pandang pohon itu,marah
kusmantoro dan kusmantari kejut namun kejut mereka simpan rapat mereka tak ingin samar mereka buka,terkejut
lihat sahabat suami datang dia jadi sedih,sedih
telah ibu tinggal kini ayah pun tinggal karena sakit,sedih
para rampok bukan saja bawa golok tajam untuk dongkel daun nipah tutup rumah tetapi yang lebih keri adalah saat mereka guna sunyi malam untuk buat gali panjang dari luar rumah,takut
raja gembira dengar putri bicara,senang
rumah kosong belanda marah dan lampias marah mereka dengan hancur kampung itu,marah
sejak saat itu nenek tidak pernah lagi keluar kata kasar dan selalu laku baik pada orang lain dan mereka dua hidup bahagia lama,senang
tapi alangkah kejut mereka ketika sadar nyata hidung putri telah hilang belah,terkejut
saudagar kaget dengan cerdik anak,terkejut
empat raja yang sangat sombong sebut pulang ke negeri dengan tanggung rasa malu karena kalah,sedih
anak raja jadi jatuh hati pada putri muda dan anggap bahwa putri muda sangat pantas jadi istri,senang
bawah putih sangat sedih,sedih
ia rasa sangat sedih karena mereka sudah di tangkap oleh serigala,sedih
badak takut dengar jawab itu,takut
hati ibu sangat luka dengar ucap anak itu ia usaha terus menyakinkan malin bahwa diri adalah ibu,sedih
si nenek sangat sedih air mata linang dalam sedih ia doa kepada tuhan,sedih
tak peri gembira dewi candra kirana ketika temu kembali dengan suami cinta,senang
dengar puter hijau jadi marah ia segera cari saudara dan hasut mereka,marah
bunda menang sedu sambil simpuh di bawah kapal malin anak jangan kau tinggal bunda lagi nak bunda sangat rindu,sedih
syarat yang aneh itu buat si limbat takut,takut
namun ajaib jadi dari balik api yang jilat muncul orang pria tampan badan mulus,terkejut
tiba ketika datuk buta muncul lagi di hadap mereka,terkejut
mereka hidup damping dengan rukun dan damai,senang
tidak kira bahagia raden inu kertapati telah hasil temu puja hati,senang
raden putra sangat kejut dengar kokok ayam cindelaras yang aneh,terkejut
ketika mereka sudah tinggal di pondok itu tiba siar kabar bahwa bendahara ambil alih duduk baginda raja betapa kejut permaisuri dengar berita sebut,terkejut
i manyambungi sangat kejut saat dengar jawab itu,terkejut
kita harus kubur dengan layak kata kapten dengan penuh duka,sedih
sementara kaki ada pasang sepatu kaca yang sangat cantik cinderella tari dengan sangat gembira,senang
namun ia sangat kejut dan bengong lihat sang ayam sudah tidak ada di hadap,terkejut
gempar pun kian jadi saat ande-ande lumut juga buka jati diri,terkejut
namun mereka sangat kejut karena yang datang bukan sang induk lain serigala,terkejut
ketika dengar berita yang takut itu purbasari pun menang,sedih
utbah diri dalam ada takut dan segera tuju kaum quraisy,takut
dengar hal itu halimah sangat kaget dan pukul,terkejut
baik aku sedia sahut mbok sarni jawab walau hati takut lihat sosok raksasa yang besar dan seram,takut
gadis sebut begitu senang dia ambil kantong uang sebut dan segera pulang rumah,senang
putri terus sedu ia kecewa karena tak bisa jaga cantik,sedih
sang ayah sangat marah tahu bahwa anak rohib tidak selesai ajar lama ini,marah
lihat sang anjin itik abu pun takut karena ia takut di makan oleh,takut
raja hasan sangat kejut dengar jawab dari raja bayang,terkejut
dagang yang rasa marah kemudian bawa keledai sebut kembali ke pasar,marah
karena ia jadi yatim piatu dan yang buat ia sangat sedih,sedih
ia juga jelas bahwa ayah tinggal dunia karena taruh nyawa dalam taruh sabung ayam,sedih
sejak saat itu tukang kayu tidak pernah hidup kurang lagi,senang
tiba tiba saja ribu buah bakau jatuh timpa pasu pangeran empang kuala yang sedang istirahat,terkejut
ratu pun sangat senang tahu nama si kurcaci,senang
tetangga tani sangat senang dan ia pun pergi ke ladang,senang
tapi nenek yang serakah malah parah kakek karena tidak pilih kotak yang besar,marah
tentu saja si buta sangat gembira dengar hal itu,senang
rakyat sangat kejut lihat tampil raja meski mereka kejut namun tidak ada dari mereka untuk kata apa,terkejut
seluruh anggota pasu belanda gemetar takut,takut
itik abu sangat senang kini ia bukan itik yang buruk rupa lagi ia adalah ekor angsa yang sangat cantik,senang
dengar kabar sebut raja senyum sangat lebar ia pun sangat senang dengar baju yang buat dari emas asli pasti sangat indah pikir,senang
di tengah hari saudara lari dalam ada takut dan menang sambil teriak bahwa muhammad telah bunuh,takut
nyata benar baju itu milik ibu ia sangat terima kasih kepada nenek itu,senang
hanya enam putri tidak habis sali diri mereka,sedih
dengan nada marah ia kata simpan bubu dekat pagar bubu makan ana maka ana yang saya ambil,marah
selain itu mirah juga tarik pada ilmu silat,senang
aja makin pesona lihat bahwa jhi ge phu milik istri yang sangat cantik,senang
ibu dempu rasa hati pedih bukan kepalang la tidak sangka anak kandung tidak aku bagai ibu,sedih
hingga saat ini kerbau akan marah bila lihat kain warna merah,marah
tak kira gembira dan bahagia hati ketika ia lihat buah kapal yang besar serta mewah tengah sandar labuh,senang
lalu anak nelayan itu pulang ke rumah dengan hati sedih dan menang,sedih
dalam gembira purbasari tidak putus ucap syukur kepada kahyangan yang telah asih,senang
dengan gembira mereka cepat sampai ke istana bahwa tempat sebut telah di bangun,senang
hancur hati dua orangtua sang anak dengan berucuran air mata mereka tinggal kapal sang anak ibu tak kuasa tahan sedih dan sekaligus amarahnya,sedih
gadis itu kemudian pulang ke rumah dengan kantong yang penuh dengan uang akhir meni dengan orang yang sangat kaya dan hidup bahagia telah,senang
ia menang sali segala tapi sudah lambat,sedih
ia takut anak yang kandung itu orang bayi laki lalu akan bunuh lagi oleh suami,takut
singa dan beruang sangat kejut lihat datang serigala yang sangat tiba,terkejut
meski baju tidak lihat namun raja sangat senang dan percaya diri,senang
entah berapa lama ia buai mimpi tiba ia bangun karena kejut suara hiruk pikuk sayap yang epak,terkejut
hampir tiap hari jadi ampas dan ampo rakyat kecil takut,takut
juan tindih adik dan pukul,marah
mereka sambut terima kasih tuhan kau telah selamat anak kata mereka gembira,senang
tapi dia rebut kue kata juan ban,marah
sekarang tidak ada lagi tempat untuk lari wahai angsa yang anggun kini kau akan jadi santap ku hahaha kata sang cayman dengan asa yang girang,senang
dengan marah yang sangat hamzah cari abu jahal lalu ia lihat sedang duduk di tengah kaum,marah
anak kecil itu kembali ke mekah dalam ada sedih dan ia tampak terpa,sedih
dengar empat raja sebut buat kacau dan buat rakyat resah raja sultan hasan sangat sedih dan gelisah,sedih
di desa nyak itu juga dapat hutan yang kenal angker,takut
tempat itu buat tegun seluruh dinding dan lantai gua lapis emas,terkejut
agak kejut ia ketika dapat seruas batang bambu itu adalah seruas batang bambu yang buat sandung di pantai tadi,terkejut
masyarakat kelekak remban suka cita telah tahu telah tewas garude di tangan putri pinang gading,senang
adik bungsu kembali menang sedu,sedih
di kampung aia manih ibu malin kundang terus tunggu datang anak,sedih
rohib pun siap untuk lari karena takut,takut
ketika tirta datang dia amat kaget temu dengan bek mayor,terkejut
ekor babi hutan betina nama wayungyang yang tengah tapa ingin jadi manusia minum air seni tadi,jijik
gajah makin teriak dengan kencang dan tampak takut,takut
namun ibu itik sangat kejut dari beberapa anak ada yang beda,terkejut
si merah kecil iri lihat babi yang dapat makan yang lezat,marah
o bia mokara mulai rengek karena lapar sambil menang ia tarik tangan kakak ke dapur dan tunjuk telur ikan,sedih
galuh ajeng lantas siasat jahat,marah
dengar yang di kata hewan yang lain buat sang ibu rasa sedih,sedih
ketika si pelit sadar hilang harta dia jadi sangat sedih dan putus asa,sedih
tak kira kejut si lelaki tua ketika dapat tulap si raksasa telah ada di dekat,terkejut
i manyambungi yang selalu senyum sambil tatap puang mosso dengan mata kaca,senang
mereka telah jadi pasang suami istri yang bahagia dan tinggal di mayor sampai tua,senang
esok saat duduk lihat ada maldonado mereka kejut lihat maldonado masih sehat dan bugar walau malam ikat,terkejut
jhi ge phu sangat gembira dia pun hampir putri naga yang tidak bisa pura lagi,senang
para perompak yang lain rasa takut,takut
para utus dari mandar itu pun kejut dan segera beri hormat,terkejut
harus aku tidak pengaruh kata tetangga kata gembala sali diri,sedih
mereka peluk sambil menang,sedih
mereka akan terus usaha dan semangat,senang
telah sampai rumah bawang merah dan ibu segera usir bawang putih dari rumah,jijik
ia pun sangat iri lihat cantik angsa sebut,marah
raja sangat kejut dengan minta sebut karena dua benda itu adalah pusaka raja yang orang luar tidak tahu,terkejut
cinderella lari ke kebun dan menang,sedih
dengan rasa bangga raja terus lambai tangan,senang
ia sangat senang karena dapat labu yang lebih besar dari bawang putih,senang
akhir mereka di karunia orang bayi laki bayi laki sebut beri nama samosir hadir samosir buat mereka makin bahagia,senang
oh celaka anak kata ayah akim dengan sedih,sedih
la adalah beelzebub iblis nomor dua telah lucifer la datang iangsung dari neraka jahanam,takut
a apa salah kak kenapa kakak tiba marah begitu tanya anteh kaget,terkejut
esok hari mereka datang batu batangkup dan kembali menang dan mohon agar emaknya di keluar kembali,sedih
dua anak pun rasa heran karena tidak temu dengan emaknya dari pagi,terkejut
raja babi sangat senang karena tidak ada yang sanggup lawan,senang
bukan main marah kera saksi itik keruh air di tepi itu lagi,marah
kian peranjat raja saat temu dengan sang milik suara yang tak lain sang kakek seperti yang ada dalam impi,terkejut
akhir jack dan istri hidup bahagia lama,senang
rubah itu sadar bahwa itu hanya bayang rubah itu menysesal atas apa yang laku tadi,sedih
sang putri sangat asyik dengan acara sebut tak asa hari sudah lewat tengah malam,senang
sampa ia di istana pangeran sambut dengan gembira dan senyum cinderella dan pangeran akhir meni dan hidup sangat bahagia lama,senang
hei perempuan tua pakai lusuh siapa engkau ini hingga berani berani engkau peluk,jijik
wahai batu yang dapat bicara saya sudah tidak sanggup hidup dengan dua anak yang sudah durhaka kepada orang tua dua anak yang tidak pernah peduli ada dan tidak pernah hormat orang tua aku mohon tolong telan aku sekarang juga kata mbok mah menang,sedih
amat peranjat warga desa telah tahu di dalam rumah istirahat yang bangun raja itu dapat kumpul ular,terkejut
esok hari purbasari sangat kejut lihat jamban salaka itu,terkejut
nenek sangat senang kepada,senang
namun ia sangat kejut lihat ekor ular raksasa ada di hadap,terkejut
putri aji bedarah putih sulit temu cara untuk kalah para prajurit cina itu ia hampir putus asa,sedih
timun mas tumbuh jadi gadis yang cantik dua orang tua sangat bangga pada,senang
lihat datang serigala yang datang cara tiba buat sang ayam sangat kejut,terkejut
putri giling gandum sebut makin kejut lihat jerami benar ubah jadi emas,terkejut
raja hasan benar sangat marah karena raja bayang dan pasu sudah buat kacau,marah
tetapi mereka tetap bahagia dengan apa yang di ikan oleh tuhan yang maha esa,senang
ia begitu pesona lihat patung wanita cantik pakai indah sebut,senang
balik ia selalu riang dan dan senyum ramah kepada siapa,senang
ia amat kejut lihat nyamuk sedang patuk dan tel ekor ayam jantan,terkejut
paga hidup bahagia sama si biru dan puluh bekas perompak yang semua telah anggap bagai sahabat,senang
orang anak nama juan tengkar dengan adik raul mereka rebut kue beri nenek,marah
negeri tanjung dapat ancam serang dari negeri tetangga,takut
dengar minta sebut pangeran suta sangat senang,senang
sang ayah telah putus asa dan ia hari hanya duduk di depan jendela,sedih
sultan alam pukul dengar derita rakyat dari raja penyu beliau sangat sedih atas jadi sebut,sedih
karena sudah terlalu lama tak ada yang makan umpan pancing dia jadi kesal dan putus untuk henti saja pancing,marah
dengan jengkel luar biasa kera masuk anak pipit itu ke dalam mulut,marah
benar rusa kejut dengar jawab kulomang tapi ia tertawa dalam hati,terkejut
purbararang menang dan minta maaf kepada purbasari,sedih
benar tanga towjatuwa dengan girang wajah lihat seri,senang
karena si tumang tidak turut sangkuriang marah dan bunuh si tumang,marah
raja sangat bahagia dan segera peluk putri dengan sangat erat,senang
ketika kucing itu bangun kucing itu sangat kesal telah bangun dari tidur dia geram dan coba usir ayam,marah
namun ayam jago cindelaras benar luar biasa semua bisa kalah dalam beberapa gebrak tarung saja,terkejut
mereka kaget ketika tiba lihat suatu pandang aneh tapi nyata di suatu lorong,terkejut
tuan milik androcles marah besar ia hukum androcles dengan masuk ke arena adu singa,marah
sementara itu nenek sangat hilang elonen la pergi cari sampai jauh,sedih
dengar anak sebut raja sangat kejut ia pun langsung lihat pada tubuh,terkejut
timun mas tumbuh jadi gadis yang baik budi dan cantik jelita mbok sirni amat sayang sepenuh hati,senang
pangeran suta dan putri hidup sangat bahagia rakyat pun kembali aman damai dan makmur,senang
suara terompet jack bangun cormoran la marah sekali dan keluar dari gua,marah
si lebai sangat kesal ikan tak dapat singkong rebus pun hilang dari genggam,marah
pandang begitu milu olah hendak ucap maaf dan selamat tinggal,sedih
raja menang lihat putri sayang kini tidak dapat gerak,sedih
hahaa selamat tinggal serigala yang bodoh kata sang ayam yang senang karena hasil lolos diri dari cengkraman serigala,senang
beliau rasa sedih yang dalam beliau sering sendiri dan buka mata di hampar pasir,sedih
